Deskripsi,Judul,Link Berita,Tanggal Terbit
"Pertamina telah menegaskan, mengisi bahan bakar secara hingga tangki penuh tidak berbahaya.",SALAH: Isi penuh BBM bikin mobil rusak,https://turnbackhoax.id/2024/11/04/salah-isi-penuh-bbm-bikin-mobil-rusak/,2024/11/04
"Faktanya, Indikator tidak pernah melakukan survei di Kabupaten Pali.",SALAH: Indikator rilis survei elektabilitas Pilkada Kabupaten Pali,https://turnbackhoax.id/2024/11/04/salah-indikator-rilis-survei-elektabilitas-pilkada-kabupaten-pali/,2024/11/04
Hasil deteksi dari resemble.ai menunjukkan audio dalam unggahan merupakan hasil rekayasa AI.,PENIPUAN: Anggota DPR Uya Kuya bagi-bagi hadiah di TikTok,https://turnbackhoax.id/2024/11/03/penipuan-anggota-dpr-uya-kuya-berbagi-hadiah-di-tiktok/,2024/11/03
"Hingga Sabtu (2/11/2024), tidak ada bukti valid Prabowo melakukan reshuffle menteri.",SALAH: Prabowo reshuffle menteri,https://turnbackhoax.id/2024/11/03/salah-prabowo-reshuffle-menteri/,2024/11/03
Di laman resmi Felicia Putri Tjiasaka ditemukan sematan peringatan tentang berbagai jenis penipuan yang mencatut namanya.,PENIPUAN: Kreator konten Felicia Putri Tjiasaka bikin komunitas forum saham,https://turnbackhoax.id/2024/11/02/penipuan-kreator-konten-felicia-putri-tjiasaka-bikin-komunitas-forum-saham/,2024/11/02
Informasi berasal dari kekeliruan media Rusia dalam melaporkan pernyataan pejabat bank sentral setempat.,SALAH: 159 negara bakal adopsi sistem pembayaran BRICS,https://turnbackhoax.id/2024/11/02/salah-159-negara-bakal-adopsi-sistem-pembayaran-brics/,2024/11/02
Unggahan bukan berasal dari akun resmi bercentang biru milik Gibran Rakabuming.,PENIPUAN: Wapres RI Gibran bagi-bagi puluhan juta rupiah di TikTok,https://turnbackhoax.id/2024/11/01/penipuan-wapres-ri-gibran-bagi-bagi-puluhan-juta-rupiah-di-tiktok/,2024/11/01
Video merupakan gabungan dua dokumentasi berbeda yang tak saling berkaitan.,SALAH: Hamas tembaki pesawat pengirim bantuan kemanusiaan,https://turnbackhoax.id/2024/11/01/salah-hamas-menembaki-pesawat-pengirim-bantuan-kemanusiaan/,2024/11/01
Video merupakan potongan dokumentasi konferensi pers saat Cristiano Ronaldo membahas peluang dirinya dan Timnas Portugal jelang Piala Dunia 2022.,SALAH: Cristiano Ronaldo ramal Timnas Indonesia bakal main di Piala Dunia 2026,https://turnbackhoax.id/2024/11/01/salah-cristiano-ronaldo-ramal-timnas-indonesia-bakal-main-di-piala-dunia-2026/,2024/11/01
"Video berisi klaim 












""banjir enam meter telan 98% Kota Batam"" merupakan konten yang menyesatkan (misleading content).",SALAH: Banjir enam meter telan 98% Kota Batam,https://turnbackhoax.id/2024/11/01/salah-banjir-enam-meter-telan-98-kota-batam/,2024/11/01
Video yang beredar berasal dari potongan dokumentasi kanal YouTube MOP Channel. Tak ada pernyataan yang membenarkan Raffi Ahmad menjadi bandar judi online.,SALAH: Raffi Ahmad bandar judi online,https://turnbackhoax.id/2024/11/01/salah-raffi-ahmad-bandar-judi-online/,2024/11/01
"Unggahan dengan klaim 












""Program Gebyar Undian Rp10 Miliar dari Bank Mandiri"" merupakan merupakan konten tiruan (impostor content).",PENIPUAN: Program Gebyar Undian Miliar Rupiah dari Bank Mandiri,https://turnbackhoax.id/2024/10/31/penipuan-program-gebyar-undian-miliar-rupiah-dari-bank-mandiri/,2024/10/31
Warganet diminta mengakses tautan dalam unggahan dan menuliskan nomor telepon yang terhubung dengan Telegram. Instruksi seperti itu merupakan modus penipuan.,Penipuan bantuan senilai Rp24 juta untuk pemegang KIS BPJS,https://turnbackhoax.id/2024/10/31/penipuan-bantuan-senilai-rp24-juta-untuk-pemegang-kis-bpjs/,2024/10/31
Tidak ada bukti tentang Iptu Rudiana mempunyai rekam jejak pelanggaran hukum yang mengharuskannya dipenjara.,Salah! Iptu Rudiana dibekuk karena melanggar HAM,https://turnbackhoax.id/2024/10/31/salah-iptu-rudiana-dibekuk-karena-melanggar-ham/,2024/10/31
Kedatangan ratusan kapal itu merupakan bagian dari agresi maritim yang dilakukan China terkait sengketa Laut China Selatan,"Salah! 200 kapal China kumpul di perairan dekat Malaysia, minta Pulau Kalimantan",https://turnbackhoax.id/2024/10/31/salah-200-kapal-china-kumpul-di-perairan-dekat-malaysia-minta-pulau-kalimantan/,2024/10/31
"Faktanya, video merupakan potongan dokumentasi demo mahasiswa pada Agustus 2024 di depan Gedung DPRD Solo.",Salah! Video demo tolak kedatangan Jokowi pulang kampung ke Solo,https://turnbackhoax.id/2024/10/31/salah-video-demo-tolak-kedatangan-jokowi-pulang-kampung-ke-solo/,2024/10/31
Judul asli berita adalah “MUI Minta Masyarakat Waspada Sebab Agen Zionis Berkeliaran di Indonesia”.,Salah! Tribunnews beritakan MUI minta masyarakat waspada sebab agen zionis berkeliaran di Indonesia menyamar jadi Habib,https://turnbackhoax.id/2024/10/31/salah-tribunnews-beritakan-mui-minta-masyarakat-waspada-sebab-agen-zionis-berkeliaran-di-indonesia-menyamar-jadi-habib/,2024/10/31
Sekolah Farmasi ITB tak pernah merilis pernyataan tersebut. Klaim makanan dan minuman yang dikonsumsi panas atau dingin akan mempengaruhi kesehatan jantung juga keliru.,Salah! Farmasi ITB: Minuman dan makanan panas atau dingin pengaruhi kesehatan jantung,https://turnbackhoax.id/2024/10/31/salah-farmasi-itb-minuman-dan-makanan-panas-atau-dingin-pengaruhi-kesehatan-jantung/,2024/10/31
Audio dalam konten yang beredar merupakan hasil rekayasa AI.,"Salah! Prabowo tawarkan bantuan biaya sekolah, modal usaha hingga bayar utang",https://turnbackhoax.id/2024/10/31/salah-prabowo-tawarkan-bantuan-biaya-sekolah-modal-usaha-hingga-bayar-utang/,2024/10/31
"Faktanya, belum ada dukungan resmi Anies untuk pasangan manapun di Pilkada Jakarta 2024.",Salah! Salam 3 jari dari Anies bentuk dukungan ke Pramono-Rano,https://turnbackhoax.id/2024/10/30/salah-salam-3-jari-dari-anies-bentuk-dukungan-ke-pramono-rano/,2024/10/30
Tidak ada sumber valid yang membenarkan Presiden Prabowo menyampaikan ancaman tersebut.,Salah! Prabowo ancam penghujat pemimpin akan berurusan dengan aparatur negara,https://turnbackhoax.id/2024/10/30/salah-prabowo-ancam-penghujat-pemimpin-akan-berurusan-dengan-aparatur-negara/,2024/10/30
Tidak ada pernyataan Menkes Budi tentang lockdown menjadi bagian dari great reset.,Salah! Menkes Budi sebut lockdown pandemi selanjutnya bagian dari great reset,https://turnbackhoax.id/2024/10/30/salah-menkes-budi-sebut-lockdown-pandemi-selanjutnya-bagian-dari-great-reset/,2024/10/30
"Hasil pencarian di Google mengarah ke pemberitaan CNBC Indonesia tahun 2020 berjudul “Tenang, Prabowo Tegaskan tak ada Wajib Militer Buat Warga +62”.",Salah! Prabowo bilang Setujukah rakyat kalau putra-putri anda ikut wajib militer?,https://turnbackhoax.id/2024/10/30/salah-prabowo-bilang-setujukah-rakyat-kalau-putra-putri-anda-ikut-wajib-militer/,2024/10/30
KPK menjelaskan belum ada bukti yang kuat mengenai keterlibatan Pramono dan Puan dalam kasus korupsi e-KTP.,Salah! Cagub Jakarta Pramono Anung dan Ketua DPR RI Puan Maharani terlibat korupsi e-KTP,https://turnbackhoax.id/2024/10/30/salah-cagub-jakarta-pramono-anung-dan-ketua-dpr-ri-puan-maharani-terlibat-korupsi-e-ktp/,2024/10/30
Warganet bisa memeriksa media sosial milik King Kevin melalui tautan linktr.ee di akun Instagram resmi “kingkevinreal”.,Penipuan akun TikTok King Kevin berbagi hadiah,https://turnbackhoax.id/2024/10/30/penipuan-akun-tiktok-king-kevin-berbagi-hadiah/,2024/10/30
"Melalui akun Instagram resminya (ditjenpajakri), DJP mengingatkan adanya modus penipuan yang berpura-pura meminta masyarakat mengunduh aplikasi M-Pajak dari alamat atau laman mencurigakan.",Penipuan pesan WhatsApp berisi info verifikasi SPT Tahunan,https://turnbackhoax.id/2024/10/30/penipuan-pesan-whatsapp-berisi-info-verifikasi-spt-tahunan/,2024/10/30
Tidak ada lembaga kredibel yang merilis hasil survei di tanggal tersebut. Indikator mempublikasikan surveinya pada 13 Oktober dengan hasil paslon nomor satu mengantongi elektabilitas tertinggi.,Salah! Hasil survei Cabup Cawabup Subang 14 Oktober 2024 nomor 2 unggul,https://turnbackhoax.id/2024/10/30/salah-hasil-survei-cabup-cawabup-subang-14-oktober-2024-nomor-2-unggul/,2024/10/30
"Faktanya, tidak ditemukan informasi dari sumber kredibel tentang PKS mundur dari KIM Plus.",Salah! PKS mundur dari Koalisi Indonesia Maju (KIM Plus),https://turnbackhoax.id/2024/10/30/salah-pks-mundur-dari-koalisi-indonesia-maju-kim-plus/,2024/10/30
Tautan dalam unggahan yang beredar mengarah ke penipuan.,Penipuan pendaftaran BBM subsidi lewat akun atau tautan tidak resmi,https://turnbackhoax.id/2024/10/30/penipuan-pendaftaran-bbm-subsidi-lewat-akun-atau-tautan-tidak-resmi/,2024/10/30
Tidak ada pengesahan mata uang resmi BRICS.,"Salah! Mata uang BRICS sudah rilis, ada gambar bendera Indonesia",https://turnbackhoax.id/2024/10/29/salah-mata-uang-brics-sudah-rilis-ada-gambar-bendera-indonesia/,2024/10/29
"Bukan peristiwa saat ini (2024) ketika pasangan Jokowi dan Ma’ruf Amin sudah tidak lagi menjabat sebagai presiden dan wakil presiden. Faktanya, video yang dibagikan beredar pada 2022.","Salah! Razman Arif Nasution ngamuk di bandara, tidak tahu Jokowi-Maruf sudah pensiun",https://turnbackhoax.id/2024/10/29/salah-razman-arif-nasution-ngamuk-di-bandara-tidak-tahu-jokowi-maruf-sudah-pensiun/,2024/10/29
"Faktanya, video dipublikasikan tahun 2023, berkaitan dengan konflik Ukraina vs Rusia. Selain itu, video direkam di dalam kendaraan HMMWV (humvee), bukan di tank.",Salah! Video dari dalam tank zionis Israel ketika menjadi sasaran empuk rudal Hamas,https://turnbackhoax.id/2024/10/29/salah-video-dari-dalam-tank-zionis-israel-ketika-menjadi-sasaran-empuk-rudal-hamas/,2024/10/29
Narator dalam video yang beredar hanya membacakan artikel suara.com berjudul “3 Kerugian AFC Jika Indonesia Memutuskan Keluar dan Bergabung ke Oseania”.,SALAH: PSSI Putuskan Keluar dari AFC dan Pindah ke Zona Oseania,https://turnbackhoax.id/2024/10/29/salah-pssi-putuskan-keluar-dari-afc-dan-pindah-ke-zona-oseania/,"Oktober 29, 2024"
Video yang beredar merupakan potongan dokumentasi ledakan kilang gas di China tahun 2015.,SALAH: Video Hizbullah Menyerang Pangkalan Zionis Israel,https://turnbackhoax.id/2024/10/29/salah-video-hizbullah-menyerang-pangkalan-zionis-israel/,"Oktober 29, 2024"
"Faktanya, tidak ada sumber kredibel yang membenarkan PDIP menggugat Gibran.","SALAH: Belum Seminggu Dilantik, Gibran Digugat PDIP",https://turnbackhoax.id/2024/10/29/salah-belum-seminggu-dilantik-gibran-digugat-pdip/,"Oktober 29, 2024"
"Faktanya, tidak ada pemberitaan dari sumber kredibel yang membenarkan rakyat desak Prabowo singkirkan menteri bobroknya.",SALAH: Rakyat Desak Prabowo Singkirkan Menteri Bobroknya,https://turnbackhoax.id/2024/10/29/salah-rakyat-desak-prabowo-singkirkan-menteri-bobroknya/,"Oktober 29, 2024"
Tidak ditemukan sumber valid yang membenarkan Anies pernah mengungkapkan hal tersebut.,SALAH: Anies Baswedan Sebut Indonesia Tidak Layak Jadi Negara Maju,https://turnbackhoax.id/2024/10/29/salah-anies-baswedan-sebut-indonesia-tidak-layak-jadi-negara-maju/,"Oktober 29, 2024"
Di laman resmi Mayora Group tidak ditemukan informasi tentang penawaran kerja sama sebagai mitra.,PENIPUAN: Akun Facebook Kemitraan Grosir Mayora Group,https://turnbackhoax.id/2024/10/29/penipuan-akun-facebook-kemitraan-grosir-mayora-group/,"Oktober 29, 2024"
Rekrutmen BNN dilakukan secara terpusat lewat laman https://sscasn.bkn.go.id.,PENIPUAN: Pengumuman Lowongan Kerja BNN di infolowonganbnn2024,https://turnbackhoax.id/2024/10/29/penipuan-pengumuman-lowongan-kerja-bnn-di-infolowonganbnn2024/,"Oktober 29, 2024"
Pemeriksa fakta factly.in membeberkan unggahan tersebut merupakan potongan dokumentasi perayaan kemenangan klub bola Aljazair tahun 2020.,SALAH: Video Israel Seperti Neraka Usai Diserang Iran Awal Oktober 2024,https://turnbackhoax.id/2024/10/29/salah-video-israel-seperti-neraka-usai-diserang-iran-awal-oktober-2024/,"Oktober 29, 2024"
Video Eko Patrio dalam unggahan yang beredar merupakan hasil rekayasa AI.,"PENIPUAN: Jadi Anggota DPR, Eko Patrio Kasih Warganet Uang Lewat Instagram",https://turnbackhoax.id/2024/10/29/penipuan-jadi-anggota-dpr-eko-patrio-kasih-warganet-uang-lewat-instagram/,"Oktober 29, 2024"
"99,8 persen audio dalam konten tersebut adalah hasil rekayasa AI.",PENIPUAN: Anggota DPR Desy Ratnasari Bagi-bagi Puluhan Juta Rupiah,https://turnbackhoax.id/2024/10/29/penipuan-anggota-dpr-desy-ratnasari-bagi-bagi-puluhan-juta-rupiah/,"Oktober 29, 2024"
Tidak ada laporan kredibel dari jurnal ilmiah atau otoritas kesehatan (seperti WHO) yang membenarkan klaim.,SALAH: Vaksin Pfizer Digunakan untuk Mengendalikan Pikiran Manusia,https://turnbackhoax.id/2024/10/28/salah-vaksin-pfizer-digunakan-untuk-mengendalikan-pikiran-manusia/,"Oktober 28, 2024"
Unggahan berisi klaim “menggoyangkan punggung untuk mengatasi angin duduk” merupakan konten yang menyesatkan (misleading content).,SALAH: Menggoyangkan Punggung Mampu Atasi Angin Duduk,https://turnbackhoax.id/2024/10/28/salah-menggoyangkan-punggung-mampu-atasi-angin-duduk/,"Oktober 28, 2024"
Belum ada studi tentang bagaimana antioksidan melawan virus cacar air atau monkeypox.,SALAH: Virus Cacar Monyet Bisa Diatasi Pakai Antioksidan,https://turnbackhoax.id/2024/10/28/salah-virus-cacar-monyet-bisa-diatasi-pakai-antioksidan/,"Oktober 28, 2024"
Seluruh tautan dalam unggahan akun TikTok tersebut tak mengarah ke laman resmi perusahaan.,"PENIPUAN: Loker BCA, Hokben hingga Kapal Api dari Akun TikTok Juragan Loker",https://turnbackhoax.id/2024/10/27/penipuan-loker-bca-hokben-hingga-kapal-api-dari-akun-tiktok-juragan-loker/,"Oktober 27, 2024"
Terdapat beberapa informasi tidak valid terkait lowongan pekerjaan yang mengatasnamakan sejumlah perusahaan besar ini.,"PENIPUAN: Info Loker PT Djarum, Kobe, Gajah Tunggal dari TikTok Lokermu_id",https://turnbackhoax.id/2024/10/27/penipuan-info-loker-pt-djarum-kobe-gajah-tunggal-dari-tiktok-lokermu_id/,"Oktober 27, 2024"
Info lowongan kerja PT Kiyokuni hanya terdapat di laman karir kiyokunimanufacturing.com.,PENIPUAN: Info Loker PT Kiyokuni dari Akun TikTok www.info-siteloker.com,https://turnbackhoax.id/2024/10/27/penipuan-info-loker-pt-kiyokuni-dari-akun-tiktok-www-info-siteloker-com/,"Oktober 27, 2024"
Unggahan berisi informasi “lowongan kerja besar-besaran BPJS Kesehatan” yang mencantumkan gaji dan tautan tak resmi itu merupakan konten palsu (fabricated content).,PENIPUAN: Lowongan Kerja Besar-besaran BPJS Kesehatan,https://turnbackhoax.id/2024/10/27/penipuan-lowongan-kerja-besar-besaran-bpjs-kesehatan/,"Oktober 27, 2024"
"Faktanya, tidak ada informasi kredibel yang membenarkan klaim itu. Konten yang beredar merupakan hasil suntingan dari beberapa sumber yang tak saling berkaitan.",SALAH: Kaesang Dijemput Paksa KPK,https://turnbackhoax.id/2024/10/27/salah-kaesang-dijemput-paksa-kpk/,"Oktober 27, 2024"
Informasi rekrutmen hanya dapat diperoleh di www.recruitment.pertamina.com dan akun media sosial resmi Pertamina bercentang biru.,PENIPUAN: Informasi dari TikTok Pendaftaran Lowongan Kerja Pertamina,https://turnbackhoax.id/2024/10/27/penipuan-informasi-dari-tiktok-pendaftaran-lowongan-kerja-pertamina/,"Oktober 27, 2024"
"Bila dikalkulasi, gaji pokok anggota DPR (termasuk beragam tunjangan) berkisar Rp54—66 juta per bulan.",SALAH: Anggota DPR Terima Bayaran Rp360 Juta Tiap Bulan,https://turnbackhoax.id/2024/10/27/salah-anggota-dpr-terima-bayaran-rp360-juta-tiap-bulan/,"Oktober 27, 2024"
Informasi tersebut berisi tautan yang mengarahkan calon pelamar ke laman tak resmi.,Penipuan info lowongan kerja Jasa Raharja dari TikTok,https://turnbackhoax.id/2024/10/27/penipuan-info-lowongan-kerja-jasa-raharja-dari-tiktok/,2024/10/27
Direktur Indikator Politik Indonesia (Indikator) Fauny Hidayat menegaskan pihaknya tak pernah menyelenggarakan survei di Palopo.,Salah! Indikator rilis hasil survei elektabilitas Pilkada Palopo,https://turnbackhoax.id/2024/10/26/salah-indikator-rilis-hasil-survei-elektabilitas-pilkada-palopo/,2024/10/26
"Faktanya, tidak ada sumber kredibel yang membenarkan adanya ribuan buruh yang bersiaga untuk menggeruduk istana dan menuntut Prabowo.",Salah! Ribuan buruh siaga geruduk Istana tuntut Prabowo,https://turnbackhoax.id/2024/10/26/salah-ribuan-buruh-siaga-geruduk-istana-tuntut-prabowo/,2024/10/26
Unggahan akun Facebook “Rekrutmen PT.Pupuk Indonesia” tentang rekrutmen magang merupakan konten tiruan (impostor content) untuk modus penipuan.,Penipuan info magang dari akun Facebook Rekrutmen PT Pupuk Indonesia,https://turnbackhoax.id/2024/10/25/penipuan-info-magang-dari-akun-facebook-rekrutmen-pt-pupuk-indonesia/,2024/10/25
Akun dan seluruh aktivitas dari nomor WA 0821 8951 4539 yang mengaku sebagai Kadisdik Provinsi Riau Edi Rusma Dinata itu merupakan konten tiruan (impostor content) untuk modus penipuan.,Penipuan panggilan telepon/WA Kadisdik Provinsi Riau Edi Rusma Dinata,https://turnbackhoax.id/2024/10/25/penipuan-panggilan-telepon-wa-kadisdik-provinsi-riau-edi-rusma-dinata/,2024/10/25
Unggahan berisi klaim “Vicky Prasetyo-Suwendi unggul di survei Pilkada Pemalang yang dilakukan LSI bulan Oktober 2024” itu merupakan konten palsu (fabricated content).,"Salah! Survei LSI Oktober, Vicky Prasetyo-Suwendi unggul di Pilkada Pemalang",https://turnbackhoax.id/2024/10/25/salah-survei-lsi-oktober-vicky-prasetyo-suwendi-unggul-di-pilkada-pemalang/,2024/10/25
Unggahan bukan berasal dari akun TikTok resmi bercentang biru milik Baim Wong.,Penipuan Baim Wong bagi-bagi uang puluhan juta,https://turnbackhoax.id/2024/10/25/penipuan-baim-wong-bagi-bagi-uang-puluhan-juta/,2024/10/25
Tidak ada sumber kredibel yang menyebut badai angin dahsyat memporak porandakan Sukabumi dan Tangerang.,Salah! Badai angin dahsyat bikin Sukabumi dan Tangerang porak poranda,https://turnbackhoax.id/2024/10/25/salah-badai-angin-dahsyat-bikin-sukabumi-dan-tangerang-porak-poranda/,2024/10/25
Audio dalam konten tersebut merupakan produk kecerdasan buatan (artificial intelligence/AI).,Penipuan video Novel Baswedan dan Dennis Lim promosikan situs judi online,https://turnbackhoax.id/2024/10/25/penipuan-video-novel-baswedan-dan-dennis-lim-promosikan-situs-judi-online/,2024/10/25
Audio dalam konten tersebut merupakan produk kecerdasan buatan (artificial intelligence/AI).,Penipuan video Presiden Prabowo promosikan produk jam tangan,https://turnbackhoax.id/2024/10/25/penipuan-video-presiden-prabowo-promosikan-produk-jam-tangan/,2024/10/25
"Penyakit jantung memiliki berbagai tanda, salah satunya pembengkakan ujung jari yang terjadi pada penderita penyakit jantung bawaan.",Salah! Jari kelingking bengkok tanda penyakit jantung,https://turnbackhoax.id/2024/10/25/salah-jari-kelingking-bengkok-tanda-penyakit-jantung/,2024/10/25
"Audio dari video yang beredar merupakan hasil AI. Dalam video asli, Deddy Corbuzier tak mempromosikan situs judi.",Penipuan Deddy Corbuzier promosikan situs judi Sule Slot,https://turnbackhoax.id/2024/10/25/penipuan-deddy-corbuzier-promosikan-situs-judi-sule-slot/,2024/10/25
Tidak ada konten serupa di akun media sosial resmi milik Ruben Onsu.,Penipuan Ruben Onsu buat kuis tebak kata total hadiah Rp270 juta,https://turnbackhoax.id/2024/10/25/penipuan-ruben-onsu-buat-kuis-tebak-kata-total-hadiah-rp270-juta/,2024/10/25
"Faktanya, video yang beredar merupakan potongan dokumentasi prosesi keagamaan di Venezuela bulan Januari 2024.",Salah! Video lautan manusia sambut Presiden Prabowo,https://turnbackhoax.id/2024/10/24/salah-video-lautan-manusia-sambut-presiden-prabowo/,2024/10/24
Produsen Indomie telah menegaskan pihaknya tidak memproduksi mi instan dengan paket nasi di dalamnya.,Salah! Produk Indomie sepaket dengan beras,https://turnbackhoax.id/2024/10/24/salah-produk-indomie-sepaket-dengan-beras/,2024/10/24
Saluran tersebut bukan kanal resmi milik Kementerian Kesehatan (Kemenkes).,Penipuan WhatsApp Channel Kemenkes webinar SKP Kemenkes,https://turnbackhoax.id/2024/10/24/penipuan-whatsapp-channel-kemenkes-webinar-skp-kemenkes/,2024/10/24
Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.,Salah! Puan Maharani blak-blakan PDIP tolak gabung kabinet Prabowo-Gibran,https://turnbackhoax.id/2024/10/24/salah-puan-maharani-blak-blakan-pdip-tolak-gabung-kabinet-prabowo-gibran/,2024/10/24
"TurnBackHoax mengecek keaslian dokumentasi itu lewat Hive Moderation. Diketahui, 99,9% video tersebut adalah hasil AI.",Salah! Video dokumentasi pembangunan piramida,https://turnbackhoax.id/2024/10/24/salah-video-dokumentasi-pembangunan-piramida/,2024/10/24
Audio dalam unggahan merupakan hasil kecerdasan buatan (artificial intelligence/AI).,Penipuan pengusaha Haji Isam bakal transfer Rp50 juta untuk pengikut di TikTok,https://turnbackhoax.id/2024/10/24/penipuan-pengusaha-haji-isam-bakal-transfer-rp50-juta-untuk-pengikut-di-tiktok/,2024/10/24
"Faktanya, tak ada video bagi-bagi Rp35 juta dalam akun media sosial pribadi milik Verrell Bramasta (Instagram “bramastavrl” dan TikTok “bramastaverrell”).",Penipuan jadi anggota DPR Verrell Bramasta bagi-bagi Rp35 juta di TikTok,https://turnbackhoax.id/2024/10/24/penipuan-jadi-anggota-dpr-verrell-bramasta-bagi-bagi-rp35-juta-di-tiktok/,2024/10/24
"Kemungkinan audio dalam unggahan itu dihasilkan oleh kecerdasan buatan (artificial intelligence/AI) mencapai 99,9%.",Penipuan Bantu Ekonomi Rakyat Raffi Ahmad Buka Situs Judi,https://turnbackhoax.id/2024/10/24/penipuan-bantu-ekonomi-rakyat-raffi-ahmad-buka-situs-judi/,2024/10/24
Pesan WhatsApp berisi informasi lowongan kerja di PT Petronesia Benimel merupakan konten tiruan (impostor content) untuk modus penipuan.,"Penipuan Loker Helper, Operator dan Driver di PT Petronesia Benimel",https://turnbackhoax.id/2024/10/23/penipuan-loker-helper-operator-dan-driver-di-pt-petronesia-benimel/,2024/10/23
Unggahan akun Tiktok “iris.rsb” berisi klaim “hasil survei Indikator Politik periode 20—25 September 2024 tentang pasangan calon bupati dan calon wakil bupati Kabupaten Bone Bolango” merupakan konten palsu (fabricated content).,Salah! Hasil Survei 20-25 September 2024 Pilkada Bone Bolango dari Indikator,https://turnbackhoax.id/2024/10/23/salah-hasil-survei-20-25-september-2024-pilkada-bone-bolango-dari-indikator/,2024/10/23
Video bukan berasal dari akun TikTok asli Soimah (soimah_pancawati).,Penipuan Video Soimah Janji Kasih Uang Rp50 Juta di TikTok,https://turnbackhoax.id/2024/10/23/penipuan-video-soimah-janji-kasih-uang-rp50-juta-di-tiktok/,2024/10/23
Wasit Bahrain hanya dilarang memimpin laga Al Ain (UEA) vs Al Hilal (Arab Saudi) di AFC Champions League Elite pada Senin (21/10/2024).,Salah! Wasit Bahrain Ahmed Al Kaf Dipidana Delapan Tahun Penjara,https://turnbackhoax.id/2024/10/23/salah-wasit-bahrain-ahmed-al-kaf-dipidana-delapan-tahun-penjara/,2024/10/23
"Akun Instagram resmi Melvina Husyanti, pemilik usaha produk perawatan kulit Daviena Skincare adalah instagram.com/melvhinahusyanti yang sudah terverifikasi.",Penipuan Akun Facebook Daviena Berbagi Rejeki Motor dan Uang Tunai,https://turnbackhoax.id/2024/10/23/penipuan-akun-facebook-daviena-berbagi-rejeki-motor-dan-uang-tunai/,2024/10/23
Ridwan Kamil melalui video yang diunggah di akun Instagram pribadinya telah menegaskan klaim tersebut merupakan hoaks.,Salah! Ridwan Kamil Proklamirkan Jakarta Satu Agama Islam,https://turnbackhoax.id/2024/10/23/salah-ridwan-kamil-proklamirkan-jakarta-satu-agama-islam/,2024/10/23
"Faktanya, itu merupakan potongan dokumentasi kecelakaan kapal di Danau Kivu (bagian timur Republik Demokratik Kongo).",Salah! Video Kecelakaan Kapal di Gowa Sulawesi Selatan,https://turnbackhoax.id/2024/10/22/salah-video-kecelakaan-kapal-di-gowa-sulawesi-selatan/,2024/10/22
Bank Indonesia (BI) menegaskan uang pecahan Rp10.000 tahun emisi 2005 masih berlaku sebagai alat pembayaran yang sah.,Salah! Uang Rp10.000 Tahun Emisi 2005 Tak Lagi Berlaku,https://turnbackhoax.id/2024/10/22/salah-uang-rp10-000-tahun-emisi-2005-tak-lagi-berlaku/,2024/10/22
"Dalam laman resmi PSSI, Shin Tae Yong masih tercatat sebagai pelatih Timnas Indonesia hingga 2027. Ia dan Timnas Indonesia sedang mempersiapkan diri untuk melawan Jepang dan Arab Saudi bulan November mendatang.",Salah! Pelatih Timnas Indonesia Shin Tae Yong Mundur Usai Laga Lawan Cina,https://turnbackhoax.id/2024/10/22/salah-pelatih-timnas-indonesia-shin-tae-yong-mundur-usai-laga-lawan-cina/,2024/10/22
Tidak ada sumber kredibel yang membenarkan klaim tersebut. Thumbnail dari video yang beredar pun merupakan hasil suntingan.,Salah! Ada Kongkalikong Adik Prabowo dan Yusril di Balik Ekspor Pasir Laut,https://turnbackhoax.id/2024/10/22/salah-ada-kongkalikong-adik-prabowo-dan-yusril-di-balik-ekspor-pasir-laut/,2024/10/22
Penarikan produk mi instan asal Indonesia dari Hong Kong merupakan kejadian tahun 2022. BPOM memastikan produk mi instan yang ditarik di Hong Kong berbeda dengan yang beredar di Indonesia.,Salah! Mie Sedaap Mengandung Pestisida,https://turnbackhoax.id/2024/10/22/salah-mie-sedaap-mengandung-pestisida/,2024/10/22
"Hasil verifikasi Tempo menunjukkan peristiwa sejumlah siswa keracunan benar terjadi, tepatnya di SD Negeri 39 Kota Palembang. Penyebabnya diduga akibat permen semprot yang dibeli di sekitar sekolah. Namun, tidak ada korban jiwa.",Salah! Permen Semprot Bikin Banyak Anak Meninggal,https://turnbackhoax.id/2024/10/22/salah-permen-semprot-bikin-banyak-anak-meninggal/,2024/10/22
"Faktanya, foto yang beredar merupakan potongan dokumentasi saat Satgas Yonmek TNI Konga XXIII-R Unifil 2024 mengikuti perayaan HUT ke-79 TNI secara virtual di tengah situasi konflik di Lebanon Selatan.",Salah! Tentara Perdamaian RI yang Dikirim ke Lebanon Hanya Bisa Bertahan di Bunker,https://turnbackhoax.id/2024/10/22/salah-tentara-perdamaian-ri-yang-dikirim-ke-lebanon-hanya-bisa-bertahan-di-bunker/,2024/10/22
"Faktanya, tidak ada pemberitaan dari sumber kredibel yang membenarkan Ade Armando babak belur akibat membela Gibran.",Salah! Ade Armando Babak Belur Akibat Bela Gibran,https://turnbackhoax.id/2024/10/22/salah-ade-armando-babak-belur-akibat-bela-gibran/,2024/10/22
