Statement,Narrative,Label
"“tenang aja pak wo, yg percaya cuma 58% doang kok”yang sudah dilihat sebanyak 24.8 ribu kali per tangkapan layar (screenshot) dibuat.
“adiknya yang janji, kakanya yang ngelezz, ambyaarr” dan “janji hanya tinggal janji para guru2 kena prank.!!”","pada minggu, (6/10/2024) akun twitter𝔸𝔸ℕmembagikanvideo dengan narasi:
“tenang aja pak wo, yg percaya cuma 58% doang kok”yang sudah dilihat sebanyak 24.8 ribu kali per tangkapan layar (screenshot) dibuat.
di video juga terdapat narasi:
“adiknya yang janji, kakanya yang ngelezz, ambyaarr” dan “janji hanya tinggal janji para guru2 kena prank.!!”
tim pemeriksa fakta mafindo (turnbackhoax) menelusuri menggunakan google videos dengan kata kunci “janji hashim guru 2 juta”. hasilnya ditemukan sumber video hashim dengan segmen yang sama yang dibagikan di tiktok oleh akun dekade_08 pada september 2023.
ditemukan juga unggahan di facebook oleh akun yusuf muhammad (facebook.com/yusufdumdum) pada september 2023.
selain itu, artikel torajaku news pada september 2023 menampilkan beberapa foto yang memperlihatkan dokumentasi tersebut diambil di acara yang sama dengan video hashim yang disebarkan.
berkaitan dengan video prabowo, pencarian menggunakan google image search menemukan video dengan segmen yang sama yang dipublikasikan di kanal youtube kompastv pada oktober 2018.
pencarian menggunakan google videos dan google news dengan rentang waktu selama bulan november tahun 2018 dengan kata kunci “prabowo gaji guru 20 juta” juga menampilkan hasil yang mendukung publikasi oleh kompastv.",1
"“janji saya pribadi. real”“assalamualaikum, perkenalkan saya puan maharani, ketua umum dpr ri. untuk mengucap rasa syukur atas terpilihnya kembali saya menjadi ketua umum dpr ri, di akun tiktok baru saya ini akan berbagi 25.000.000 untuk siapa saja yang ketahuan follow dan share video ini. ingat ini bukan suatu kebetulan karena tidak semua orang melihat akun ini. mungkin ini sudah rezeki kamu.”","beredarvideo dari akun tiktok “puan.maharaniri” yang mengklaim diri sebagai puan maharani dan akan membagikan uang r25 juta bagi pengikut akun. isi video berupa rekaman puan yang menjelaskan giveaway tersebut sebagai bentuk rasa syukur karena kembali menjadi ketua dpr ri.
berikut narasi lengkapnya:
“janji saya pribadi. real”“assalamualaikum, perkenalkan saya puan maharani, ketua umum dpr ri. untuk mengucap rasa syukur atas terpilihnya kembali saya menjadi ketua umum dpr ri, di akun tiktok baru saya ini akan berbagi 25.000.000 untuk siapa saja yang ketahuan follow dan share video ini. ingat ini bukan suatu kebetulan karena tidak semua orang melihat akun ini. mungkin ini sudah rezeki kamu.”
per minggu (20/10/2024), unggahan telah ditonton lebih dari 480 juta kali dan mendapatkan tanda suka dari sekitar 22 ribu akun.
pemeriksa fakta mafindo (turnbackhoax) menelusuri gambar dari video unggahan akun tiktok “puan.maharaniri” melaluigoogle lens. hasilnya, foto tersebut serupa dengan dokumentasi tahun 2016 yang tayang di pemberitaaninvestor.idberjudul “menko pmk: pemerintah rumuskan peta jalan revitalisasi pendidikan vokasional”.
turnbackhoax melanjutkan penelusuran dengan memanfaatkan mesin pendeteksi ai,hive moderation.hasilnya, audio dalam video memiliki kemungkinan 99,9% sebagai buatan kecerdasan buatan (artificial intelligence/ai).
di bagian bio akun pengunggah, terdapat nomor whatsapp yang bisa dihubungi oleh warganet yang ingin mendapatkan rp25 juta tersebut. perlu diketahui, mekanisme pengambilan hadiah atau bantuan semacam ini merupakan modus penipuan.",1
"“ketua mk dr anwar usman sh mh telah menyerahkan lhkpn kepada direktorat pp lhkpn kpk pada 10 maret 2017. sementara wakil ketua mk prof dr aswanto juga telah menyerahkan lhkpn pada 6 maret 2017,” jelas rubiyo.","baru saja dilantik, anwar usman, ketua mahkamah konstitusi (mk) yang baru saja dilantik diterpa isu terkait laporan harta kekayaan pejabat negara (lhkpn). isu yang menerpanya menyebutkan bahwa anwar belum melaporkan lhkpn terbarunya. isu tersebut menyeruak atas pernyataan wakil ketua komisi pemberantasan korupsi (kpk) saut situmorang (3/4) yang menyebutkan kalau anwar terakhir melaporkan lhkpn-nya pada tahun 2011.
atas beredarnya isu tersebut, mk pun melakukan klarifikasi. dilansir dari antaranews.com( beritasatu.com( dan republika.co.id, kepala biro humas dan protokol mk, rubiyo menegaskan, isu tersebut tidak akurat dan tidak sesuai fakta.
“kami informasikan bahwa informasi tersebut tidak akurat, tidak sesuai fakta, dan berpotensi menimbulkan kesalahpahaman di tengah masyarakat,” ujar rubiyo.
adapun, menurut rubiyo, ketua dan wakil ketua mk terpilih, anwar dan aswanto telah menyerahkan lhkpn kepada kpk pada maret 2017. saat melaporkan lhkpn-nya pada tahun 2017 lalu, rubiyo menerangkan, anwar masih menjabat sebagai wakil ketua mk.
“ketua mk anwar usman telah menyerahkan lhkpn kepada direktorat pp lhkpn kpk pada 10 maret 2017. sementara wakil ketua mk aswanto telah menyerahkan lhkpn kepada kpk pada 6 maret 2017,” kata rubiyo.
rubiyo pun mengatakan, seluruh informasi terkait lhkpn di dalam tubuh mk dapat diakses melalui laman resmi mk. “seluruh informasi lhkpn seluruh hakim konstitusi dan pejabat di lingkungan mk dapat diakses pada laman mk,” pungkasnya.",0
"“ktp prabowo itu bukan dari bpn prabowo-sandi. itu tidak resmi dari kami, tim sukses. infonya dari relawan,” kata juru bicara bpn prabowo-sandi, andre rosiade, saat dimintai konfirmasi, selasa (27/11/2018). ","mereka yang ingin mendukung prabowo dan mendapatkan kartu tanda pendukung (ktp) prabowo akan dimintai beberapa data. seperti nama lengkap, nomor e-ktp, alamat tinggal, alamat email dan nomor telepon serta whatsapp.
selain permintaan data di atas, situs ktpprabowo.com juga mengajukan beberapa pertanyaan bagi yang berminat, yaitu apakah bersedia rumahnya dijadikan posko pendaftaran relawan atau menjadi saksi di tps? kemudian, apakah bersedia membiaya ongkos kirim kartu pada alamat yang dituju? dan apa pilihan warna kartunya, biru tua, biru muda, pink, hijau tua, kuning, silver atau hitam?
adanya situs ktpprabowo.com dengan kontennya yang sudah dijelaskan mendapat respon dari netizen di media sosial, diantaranya dari akun twitter #relawanprosandi official (relawanprosandi) dan joe.sam (joesam03).
berikut respon yang diberikan relawanprosandi :
“#ktpprabowo hoax pembuat situs : yudi cahya perwira alamat :  alamat entry : permata pemulang e19 no.1 tangsel website tsb tdk terdaftar di bpn yuks fokus #2019gantipresiden #prabowosandi,” tulis akun relawanprosandi, selasa (27/11).
berikut respon yang diberikan joesam03 :
“rezim sontoloyo, genderuwo, tukang tabok pd panik smp nyebar fitnah kek gini.. dah basi tuh gorengan.. kaga perlu pake ktp prabowo segala.. cukup perbuatan kita ngedukung no.2 ama do’a yg kenceng ke allaah.. dah itu ajah.. smp sini paham?? #2019prabowosandi #adilmakmur #cbw,” tulis joesam03, senin (26/11).
meski dikatakan hoaks oleh kedua akun tersebut, situs ktpprabowo.com yang masih dapat diakses saat tulisan ini dibuat, juga memberikan klarifikasinya. situs ktpprabowo.com membantah jika keberadaannya untuk mendukung prabowo dikatakan bohong atau hoaks.
“tentang berita hoax ktp – prabowo. id ktp prabowo merupakan produk semacam gift yang berfungsi sebagai penanda pendukung prabowo. dicetak dan dikeluarkan oleh inisiator gerakan ganti ktp beserta orang-orang yang mendukung gerakan ganti ktp. program ini murni dilakukan oleh pendukung prabowo yang bertempat di dki jakarta. ktp prabowo bukan saluran hoax seperti yang diberitakan sebelumnya. ini adalah gerakan diluar struktur bpn ataupun partai koalisi tetapi masih dalam satu koridor pemenangan prabowo. kita semua mendukung prabowo – salam prabowo presiden,” tulis situs ktpprabowo.com.
menanggapi isu ini, juru bicara badan pemenangan nasional (bpn) prabowo – sandi, andre rosiade menerangkan bahwa situs ktpprabowo.com bukan buatan tim sukses (timses) dan infonya berasal dari relawan.
“ktp prabowo itu bukan dari bpn prabowo-sandi. itu tidak resmi dari kami, tim sukses. infonya dari relawan,” kata juru bicara bpn prabowo-sandi, andre rosiade, saat dimintai konfirmasi, selasa (27/11/2018).
andre mengimbau para pendukung yang mendaftarkan diri ke situs tersebut berhati-hati. ia menyebut bpn prabowo-sandi tidak bertanggung jawab seandainya terjadi penyalahgunaan data di kemudian hari.
“tentu pihak kami tidak bisa bertanggung jawab terhadap hal-hal yang terjadi jika seandainya data disalahgunakan. karena itu tidak resmi,” ujar andre.",0
"“the real peringatan darurat‼️ sangat-sangat miris! ternyata kasus judi online beckingannya adalah megawati, seorang mantan presiden”
“kepolisian membenarkan bahwa alwin jabar kiemas, yang merupakan keponakan dari megawati soekarnoputri, mantan presiden republik indonesia dan juga seorang ketua umum partai politik pdip, menjadi tersangka kasus judi online yang melibatkan para pegawai kondigi.”","akun facebook “pusing sama dunia” pada selasa (26/11/2024) membagikanvideoarsip unggahandanarsip video berisi informasi yang menyebut kalau megawati membekingi keponakannya yang merupakan tersangka kasus judi online.
unggahan disertai narasi:
“the real peringatan darurat‼️ sangat-sangat miris! ternyata kasus judi online beckingannya adalah megawati, seorang mantan presiden”
berikut potongan narasi dalam video tersebut:
“kepolisian membenarkan bahwa alwin jabar kiemas, yang merupakan keponakan dari megawati soekarnoputri, mantan presiden republik indonesia dan juga seorang ketua umum partai politik pdip, menjadi tersangka kasus judi online yang melibatkan para pegawai kondigi.”
hingga selasa (2/12/2024) konten disukai lebih dari 275 akun lainnya dan dibagikan ulang hampir 20 kali. terdapat 17 komentar, mayoritas mempercayai informasi dalam unggahan.
tim pemeriksa fakta mafindo (turnbackhoax) memasukkan kata kunci “mantan presiden megawati terlibat judi online” ke kolom pencarian google. hasilnya ditemukan pemberitaansuara.com“siapa alwin jabarti kiemas? tersangka kasus judi online yang dikira keponakan megawati” yang tayang rabu (27/9/2024) dan pemberitaan daritempo.co“alwin kiemas pelaku situs judi online, pdip tegaskan bukan keluarga megawati-taufiq kiemas” yang tayang jumat (29/11/2024).
dilansir darisuara.com, polda metro jaya memang menetapkan seorang bernama alwin jabarti kiemas sebagai tersangka kasus judi online. namun, tidak dijelaskan apakah sosok alwin ini merupakan keponakan megawati atau bukan.
mengutiptempo.coo, ketua dpp pdip bidang hukum nasional ronny talapessy membantah kabar tentang tersangka kasus judi online merupakan keponakan megawati. ronny menganggap klaim tersebut sebagai fitnah dan manipulasi opini yang sengaja menyeret nama megawati dan pdip
“yang bersangkutan bukan keluarga dan juga bukan kader pdi perjuangan,” kata ronny kepada awak media pada senin (25/11/2024).",1
"“pencantuman logo pbb dalam rumah sekretariat bersama tanpa konfirmasi ke saya selaku ketua bidang pemenangan presiden dan tanpa ada surat ke sekretariat jenderal pbb,” ujar sukmo.","atas terpampangnya logo partai bulan bintang (pbb) di peresmian sekretariat bersama (sekber) partai gerakan indonesia raya (gerindra), partai keadilan sejahtera (pks), dan partai amanat nasional (pan), pihak pbb melakukan klarifikasi. dilansir dari tempo.co, ketua bidang pemenangan pbb sukmo harsono membantah partainya terlibat dalam peresmian sekber tersebut.
“pencantuman logo pbb dalam rumah sekretariat bersama tanpa konfirmasi ke saya selaku ketua bidang pemenangan presiden dan tanpa ada surat ke sekretariat jenderal pbb,” ujar sukmo.
sukmo mengatakan, saat ini pbb tengah mempersiapkan diri menghadiri pemilu legislatif dan mengkaji kemungkinan melakukan judicial review ke mahkamah konstitusi (mk) perihal undang-undang pemilihan presiden 2019. “kami akan mengkaji posisi pencapresan di mukernas dan mdp pada tanggal 5 mei, apakah akan memposisikan oposisi atau mendukung calon,” kata sukmo.
persoalan itu pun ditanggapi oleh ketua umum pbb, yusril ihza mahendra melalui akun twitter pribadinya. dilansir dari republika.co.id, yusril membantah partainya terlibat dalam pembentukkan sekber yang didirikan gerindra dan pks. yusril menegaskan, pihaknya tidak pernah diajak berkomunikasi terkait pembentukkan sekber untuk kepentingan pilpres 2019.
“benar. pbb tidak pernah diajak bicara membentuk koalisi empat parpol tiba-tiba meresmikan sekber seolah-olah pbb adalah bagian dari koalisi,” cuitnya (28/4).
yusril pun menyesalkan nama partainya disebut dalam empat partai yang terlibat dalam sekber gerindra-pks. bilapun ingin membawa nama pbb, menurut yusril, harusnya pihak penggagas sekber lebih dulu mengajak pbb berbicara.
“pbb menyesalkan namanya dicantumkan begitu saja tanpa pembicaraan lebih dahulu,” ungkapnya.",0
"“statuta ui juga menekankan bahwa dalam menjalankan misi utama tridharma perguruan tinggi  yang berasas kebenaran ilmiah dan kebhinekaan, ui harus bebas dari pengaruh, tekanan dan kontaminasi apapun termasuk kekuatan politik,” tutur rifelly.","atas munculnya video dukungan kepada calon presiden tertentu oleh segelintir oknum mengatasnamakan alumni universitas indonesia (ui) di media sosial, maka pihak kampus pun angat bicara. dilansir dari tempo.co, merdeka.com, dan detik.com, kepala kantor humas dan kip universitas indonesia (ui) rifelly dewi astuti menegaskan, lembaganya bebas dari segala bentuk politik praktis menjelang pemilihan presiden atau pilpres 2019.

rifelly menjelaskan, sikap itu tertuang lewat surat pengumuman resmi bertanggal 6 agustus 2018 dengan nomor: 537/ un2.r2.4/hmi.04 informatika/2018. pernyataan sikap tersebut, lanjut rifelly, sesuai dengan undang-undang nomor 12 tahun 2012 pada penjelasan pasal 8 ayat 1 yang menyatakan bahwa pendidikan tinggi terbebas dari pengaruh politik praktis.

“statuta ui juga menekankan bahwa dalam menjalankan misi utama tridharma perguruan tinggi yang berasas kebenaran ilmiah dan kebhinekaan, ui harus bebas dari pengaruh, tekanan dan kontaminasi apapun termasuk kekuatan politik,” tutur rifelly.

selain itu, rifelly kembali menegaskan, jika terdapat pihak-pihak yang menyebutkan bahwa ui mendukung partai atau tokoh politik tertentu maka hal tersebut bukanlah pernyataan dan bentuk dukungan resmi ui. “ui mengingatkan dan mengimbau segenap civitas akademika dan warga ui termasuk para alumni ui untuk menyampaikan hak konstitusionalnya atas nama pribadi. artinya tidak menggunakan nama besar institusi ui,” tegasnya.

dia juga mengingatkan dan mengimbau kepada segenap civitas ui untuk menciptakan lingkungan kampus yang bersih dari segala unsur politik. “sebagai individu berpendidikan, mari kita ciptakan lingkungan kampus yang bersih dari segala unsur politik dan mendukung pelaksanaan politik negeri yang bersih, jujur dan adil,” pungkasnya.

adapun, isi surat pengumuman nomor: 537/ un2.r2.4/hmi.04 informatika/2018, ialah sebagai berikut:

… nomor: 537/un2.r2.4/hmi.04 informatika/2018

pengumuman

universitas indonesia (ui) adalah perguruan tinggi yang bebas dari segala bentuk politik praktis. hal tersebut sesuai dengan undang-undang ri nomor 12 tahun 2012 pada penjelasan pasal 8 ayat 1 yang menyatakan bahwa pendidikan tinggi terbebas dari pengaruh politik praktis.

statuta ui juga menekankan bahwa dalam menjalankan misi utama tridharma perguruan tinggi yang berasas kebenaran ilmiah dan kebhinekaan, ui harus bebas dari pengaruh, tekanan dan kontaminasi apapun termasuk kekuatan politik.

sehingga, jika terdapat pihak-pihak yang menyebutkan bahwa ui mendukung partai/tokoh politik tertentu maka hal tersebut bukanlah pernyataan dan bentuk dukungan resmi ui.

ui mengingatkan dan mengimbau segenap sivitas akademika dan warga ui termasuk para alumni ui untuk menyampaikan hak konstitusionalnya atas nama pribadi dan tidak menggunakan nama besar institusi ui.

sebagai individu berpendidikan, mari kita ciptakan lingkungan kampus yang bersih dari segala unsur politik dan mendukung pelaksanaan politik negeri yang bersih, jujur dan adil.

depok, 6 agustus 2018

kantor humas dan kip ui …",0
"“semua wna dilarang. yang melarang mereka menyeberang perbatasan adalah pemerintah oman, karena sejak mei 2018 mereka sudah memutuskan tidak mengijinkan warga asing manapun keluar/masuk perbatasan oman dari dan ke yaman,” kata iqbal.","kementerian luar negeri (kemenlu) mengklarifikasi isu adanya pelarangan anak habieb rizieq untuk masuk ke yaman. dilansir dari detik.com, viva.co.id, wartaekonomi.co.id, merdeka.com, dan okezone.com, direktur perlindungan wni kemlu, lalu muhammad iqbal mengatakan, larangan bagi warga negara asing keluar atau masuk perbatasan oman dari dan ke yaman sudah dikeluarkan pemerintah oman sejak mei 2018.
“semua wna dilarang. yang melarang mereka menyeberang perbatasan adalah pemerintah oman, karena sejak mei 2018 mereka sudah memutuskan tidak mengijinkan warga asing manapun keluar/masuk perbatasan oman dari dan ke yaman,” kata iqbal.
menurut iqbal, alasan pelarangan dari oman adalah karena pertimbangan keamanan nasional oman. seperti yang diketahui, yaman tengah dikecamuk perang. iqbal mengatakan, pemerintah indonesia telah menyampaikan larangan dari oman tersebut lewat situs safe travel (
“status ini sudah kita sosialisasikan sejak 2015. bahkan wamenlu langsung mendatangi pesantren-pesantren. ada yang memahami dan mengikuti lalu berpindah ke negara tujuan belajar lain. banyak juga yang tidak mempedulikan,” ujarnya.
iqbal membenarkan bahwa ada 200 orang wni, terdiri dari mahasiswa dan santri, yang tidak bisa menyeberang ke yaman. “benar ada sekitar 200 pelajar. kami tidak tahu satu persatu siapa mereka. mereka kesulitan menyeberang,” kata iqbal.
iqbal pun mengatakan, karena pelarangan ini adalah kebijakan kesultanan oman, maka hanya mereka yang bisa merumuskan toleransi atas kebijakan itu. jadi, pelarangan ini bukan dilakukan oleh pihak pemerintah indonesia.
“kbri sama sekali tidak punya wewenang melarang,” tutur iqbal.
selain itu, iqbal menjelaskan, sejak konflik yang terjadi di yaman pada tahun 2015 lalu, pemerintah oman telah memberikan dispensasi selama tiga tahun. dispensasi diberikan karena desakan pemerintah indonesia yang peduli terhadap akses para pelajar wni ke hadramaut.
“justru saat ini kemlu dan kbri sedang mencarikan jalan keluar terbaik bagi mereka yang sudah terlanjur berada di salalah,” ujarnya.",0
"lihatlah betapa mereka dgn terang benderang mengajak perang.
joget-joget umbar aurat di depan musholla dan menggunakan sajadah seperti
keset kaki untuk kemudian di bergoyang dipanggung.","kapolsek cengkareng, kompol khoiri, mengatakan, pihaknya telah menyelidiki kasus itu. meski demikian, dari hasil penyidikan sementara, pihaknya tidak menemukan adanya pelanggaran. ia menyebutkan, alas yang digunakan bukanlah sejadah, melainkan karpet bekas di masjid yang sudah setahun tidak dipakai. oleh warga, karpet itu biasa digunakan untuk acara. meski sajadah itu tidak terpakai lagi, caleg dprd dki dari pdip, doddy akhmadsyah matondang mengakui sikapnya itu salah. dia berjanji tidak akan mengulangi kesalahan yang sama.
video ibu-ibu dan seorang pria senam di atas sajadah jadi viral di media sosial. pria di video itu adalah caleg dprd dki dari pdip, doddy akhmadsyah matondang. doddy lalu minta maaf dan menjelaskan duduk perkaranya.
dalam video yang viral, doddy tampak mengikuti gerakan dua perempuan di atas panggung dari tripleks. ada 4 karpet di atas panggung yang kemudian diidentifikasi sebagai sajadah. ada orang lain di bawah panggung yang mengikuti gerakan senam.
video itu beredar luas di media sosial dan dikritik oleh netizen. lewat akun instagram doddyakhmadsyah, doddy lalu minta maaf. redaksi telah minta konfirmasi kepada doddy terkait video permintaan maaf itu.
permintaan maaf doddy disampaikan lewat video. dia tampak berkemeja dan memakai peci. doddy mengaku khilaf.
“bismillahirrahmanirrahim. assalamualaikum warahmatullahi wabarakatuh. yang saya muliakan para kiai, para ulama, para habaib, muslimin dan muslimah se- indonesia, khususnya yang ada di jakarta dan jakarta barat,” ucap doddy di awal videonya.
“saya doddy akhmadsyah matondang ingin mengucapkan permohonan maaf yang sebesar-besarnya atas isi dari video yang viral selama 2 hari ini, di mana di dalam video senam tersebut saya dengan kekhilafan saya, tanpa kesengajaan, tanpa kesadaran saya, saya berada dan beraktivitas di atas sajadah yang menurut panitia itu sudah tidak dipakai lagi,” kata doddy.
meski sajadah itu tidak terpakai lagi, doddy mengakui sikapnya itu salah. dia berjanji tidak akan mengulangi kesalahan yang sama.
“saya mengakui bahwa itu salah. itu kesalahan saya,” ujarnya.
“jadi ke depannya, saya mohon doa dan bimbingannya agar saya tidak mengulangi kesalahan yang sama dan agar saya bisa berhati-hati dan waspada sebelum berkegiatan,” tutupnya.
sementara itu, kapolsek cengkareng, kompol khoiri, mengatakan, pihaknya telah menyelidiki kasus itu. meski demikian, dari hasil penyidikan sementara, pihaknya tidak menemukan adanya pelanggaran. terlebih dalam kasus itu belum ada pihak yang melaporkan.
ia menyebutkan, alas yang digunakan bukanlah sejadah, melainkan karpet bekas di masjid yang sudah setahun tidak dipakai. oleh warga, karpet itu biasa digunakan untuk acara. “kebetulan musala ini baru direhab. semua barangnya baru, jadi barang yang lama, termasuk karpet itu dibuang,” ujar khori, selasa (19/2/2019).
panwaslu jakarta barat akan memanggil caleg dapil 9 dari pdip itu. surat pemanggilan akan dilayangkan kepada yang bersangkutan. “jadi gini, kami akan melakukan pemanggilan dulu, karena memang kami baru dapat laporan masyarakat atas video tersebut. karena ada laporan tersebut kami akan menindak lanjuti,” kata ketua panwaslu jakarta barat oding junaidi saat dihubungi wartawan.
oding belum dapat memastikan apakah video itu termasuk pelanggaran. untuk memastikan hal itu, pihaknya harus meminta keterangan atau klarifikasi atas video yang beredar itu.
namun, jika nanti ada pelanggaran, tentu sesuai dengan aturan, akan ada sanksi yang diberikan. “tentu jika ada pelanggaran, sanksi tetap kami berikan. tapi sejauh ini kan kami belum melakukan pemeriksaan, ini masih akan kami panggil dulu untuk mengklarifikasi video tersebut,” pungkasnya.",0
"“berita pagi ini di tv one, berhubung 02 unggul di jambi, kardus kpu dibakar oleh oknum untuk menghilangkan bukti c1  sekarang sudah pahamkan kenapa kotak suara dari kardus?”","kasus pembakaran kotak suara terjadi di desa koto padang, kecamatan tanah kampung, kota sungai penuh, jambi, kamis dini hari, 18 april 2019. ada belasan kotak suara dibakar. data yang dihimpun dari bawaslu jambi, ada sebanyak 15 kotak suara dibakar massa yang tersebar di tiga tps. pimpinan bawaslu jambi, wien arifin, mengatakan institusinya sudah turun ke lapangan. tidak hanya pembakaran kotak suara, dia menyampaikan penganiayaan terhadap seorang anggota pengawas kecamatan pesisir bukit kota sungai penuh jambi bernama suardi, juga terjadi
“ada 15 kotak suara yang dibakar dan pihak aparat kepolisian, bawaslu, sudah meluncur ke tempat kejadian guna menyelidiki penyebab kotak suara dibakar dan anggota panwascam dianiaya,” katanya.
tim gabungan polda jambi bersama polres kerinci berhasil mengungkap kasus pembakaran kotak surat suara pemilihan umum di tps 1, 2, dan 3 desa koto padang, kecamatan sitinjau laut, kabupaten kerinci, jambi. polisi menangkap tiga terduga pelaku pembakaran tersebut pada hari ini, minggu 21 april 2019.
“robin (31) sebagai panwascam kecamatan tanah kampung, desa tanjungkarang, kota sungaipenuh, kerinci. dia ditangkap di tkp pembakaran kotak surat suara,” ujar direktur reserse kriminal umum polda jambi akbp edi faryadi saat dikonfirmasi, minggu
pembakaran belasan kotak suara tersebut berawal dari saat panwascam dan anggota linmas yang melaksanakan kegiatan penyelesaian administrasi di tps pada pukul 03.30 wib.
kemudian pada pukul 04.00 wib, tiba-tiba listrik padam. terjadilah lemparan batu ke atap tps yang dilakukan oleh orang tidak dikenal.
selanjutnya pukul 04.15 wib, sekelompok orang mendatangi tps 1, 2, dan 3 yang berlokasi di sdn 063/xi koto padang. mereka langsung membakar 15 kotak suara yang berisi kertas suara pemilu.
ketika terjadi pembakaran oleh sekelompok orang, anggota kpps berlarian meninggalkan tps untuk menyelamatkan diri. beruntung, tidak ada korban jiwa akibat kejadian ini.
polisi masih belum bisa menjelaskan bagaimana keterlibatan ketiga orang ini dalam kerusuhan yang berujung pembakaran. saat ini polisi masih mendalami motif kejadian.\",0
"mencekk4m!! j0kowii dikepun9 massa akib4t hinaa pendiri bangsaa – breaking
news

breaking news  
mobil presiden di jegal!?  
seluruh massa minta jokowi harus diadili dan di pidana? begini kronologinya","beredar sebuah video dari channel youtube bernama infotama news yang menampilkan gambar thumbnail mobil presiden di tengah kerumunan massa bernarasikan mobil jokowi dikepung massa akibat hina pendiri bangsa. video tersebut diuggah pada 22 agustus 2024.
setelah dilakukan penelusuran, thumbnail yang menampilkan mobil presiden di tengah kerumunan massa tersebut identik dengan foto yang diunggah oleh situs antarafoto.com berjudul “peringatan dua tahun pemerintahan joko widodo”.
foto tersebut merupakan momen ketika mahasiswa yang tergabung dalam aliansi badan eksekutif mahasiswa seluruh indonesia (bem si) berunjuk rasa untuk memperingati dua tahun pemerintahan joko widodo-ma’ruf amin di kawasan bundaran patung kuda jakarta, kamis, 21 oktober 2021. dalam foto aslinya tidak menampilkan mobil presiden.
pada awal video terdapat narasi yang membahas tentang pernyataan presiden jokowi yang menyebut istana negara di jakarta dan istana di bogor berbau kolonial menjadi sorotan. narasi itu bersumber dari artikel rmol.id berjudul “jokowi menghina sukarno dan pendiri bangsa”.
selanjutnya narator dalam video juga membacakan artikel dari tvonenews.com yang berjudul “kaesang bakal dipasangkan ridwan kamil, goenawan mohamad: permainan kotor merusak demokrasi!”. artikel ini membahas tentang komentar dari salah satu tokoh sastrawan indonesia, goenawan mohamad terkait kaesang pangarep dan ridwan kamil yang bakal dipasangkan di pilgub jakarta 2024 mendatang.",1
"“m-e-g-a-n-g-l-a. sampai saat ini belum ada yang bisa, yusun nama kota di atas dengan benar saya transfer 50jt.”","akun tiktok “kangdedymulyadi00” mengunggahvideo berisi klaim calon gubernur jawa tengah dedi mulyadi akan memberi rp50 juta bagi yang berhasil menembak kata dari susunan huruf acak.
berikut narasi lengkapnya:
“m-e-g-a-n-g-l-a. sampai saat ini belum ada yang bisa, yusun nama kota di atas dengan benar saya transfer 50jt.”
hingga senin (18/11/2024) unggahan telah disukai dan dibagikan ulang lebih dari 3.800 kali.
tim pemeriksa fakta mafindo (turnbackhoax) menelusuri foto yang digunakan dalam unggahan lewatgoogle lens. hasilnya, diketahui lamanayobandung.compada februari 2024 memakai foto serupa yang berasal dari akun instagram resmi dedi mulyadi “dedimulyadi71”.
penelusuran berlanjut ke akun instagram “dedimulyadi71”. ternyata, foto yang digunakan akun tiktok “kangdedymulyadi00” berasal dariunggahanakun instagram pribadi dedi mulyani pada november 2023. unggahan akun tiktok “kangdedymulyadi00” merupakan hasil manipulasi dari foto tersebut.
di akun instagram resmi, tidak ada konten mengenai “dedi mulyadi mengadakan kuis tebak kata dengan hadiah puluhan juta rupiah”. untuk akun tiktok, dedi mulyadi hanya memiliki satu akun, yakni “kangdedimulyadiofficial” yang kini memiliki 1,4 juta pengikut.",1
"kaesang resmi dpo ?, dilaporkan hilang ke bareskrim .‪garispolitik1320‬

mengejutkan..!  
kaesang resmi dpo??  
hilang & dilaporkan ke bareskrim","sebuah video bernarasikan hilang dan dilaporkan ke bareskrim, kaesang pangarep resmi masuk daftar pencarian orang (dpo) beredar dari channel youtube bernama garis politik pada 4 september 2024.
setelah dilakukan penelusuran, gambar thumbnail yang ditampilkan dalam video tersebut merupakan hasil manipulasi dari gabungan beberapa gambar berbeda. beberapa cuplikan video yang ditampilkan juga tidak mendukung klaim narasi.
gambar seorang polisi sedang memegang ponsel dalam thumbnail itu mirip dengan gambar yang dimuat dalam artikel tribratanews.com yang berjudul “bagi pelamar kerja, waspada modus penipuan giveaway berujung pinjol”.
narator dalam video hanya membacakan ulang artikel dari cnnindonesia.com berjudul “aktivis 98 adukan kaesang hilang ke polisi”. artikel ini membahas tetang sejumlah eksponen aktivis 98 membuat aduan soal hilangnya ketua umum partai solidaritas indonesia (psi) kaesang pangarep ke polda metro jaya, rabu, 4 september 2024.
daftar pencarian orang (dpo) sendiri merupakan sebuah istilah di bidang hukum atau kriminalitas yang merujuk kepada daftar orang-orang yang dicari atau yang menjadi target oleh pihak aparat kepolisian.",1
